1114_1017;Resumo. É difícil planejar boas dinâmicas para colaboração. Professores Resumo. É difícil planejar boas dinâmicas para colaboração. Professores experientes, agindo como coordenadores, sabem planejar uma boa dinâmica para colaboração, mas esse é um conhecimento tácito não disponível para coordenadores novatos. A solução investigada nesta pesquisa é Template para Colaboração, que consiste na recomendação de bons processos para realizar dinâmicas de acordo com uma técnica de grupo. Para possibilitar a melhoria de processos, foi elaborado o método CYCLUS, cujo diferencial é a avaliação colaborativa das dinâmicas realizadas. Para apoiar a aplicação do método, foi desenvolvido o sistema MODUS. Foi realizada uma avaliação do método 
1115_1018;Resumo. Este artigo apresenta uma ferramenta especialista para avaliação Resumo. Este artigo apresenta uma ferramenta especialista para avaliação de software educacional denominada FASE. Por se tratar de uma área onde o conhecimento especializado é necessário, optou-se por desenvolver uma ferramenta baseada em princípios de sistemas especialistas. A FASE permite que o conhecimento sobre avaliação de software educacional seja registrado e evolua à medida que os especialistas contribuem com a sua base de conhecimento. Neste artigo descreve-se o processo de aquisição do conhecimento realizado, bem como a implementação da FASE. A fim de ilustrar o seu uso, apresenta-se um cenário de utilização da ferramenta 
1116_1019;Resumo. Este artigo apresenta uma proposta de arquitetura que permite Resumo. Este artigo apresenta uma proposta de arquitetura que permite comunicação interoperável entre TV Digital, Web e dispositivos móveis. Em um mundo cada vez mais convergente, esta proposta visa aperfeiçoar os métodos de geração, transmissão e adaptação de conteúdos para trabalhar de forma ubíqua e eficiente. A abordagem utiliza metadados para dar suporte à busca e compartilhamento de informações. A validação da arquitetura foi efetuada através da implementação de dois objetos de aprendizagem em ambientes reais. O conteúdo desenvolvido e implementado contempla as três plataformas e prova a viabilidade e funcionalidade dessa nova arquitetura. 
1117_1020;
1118_1021;Resumo. O artigo discute alguns resultados quando da adoção do Espaço Resumo. O artigo discute alguns resultados quando da adoção do Espaço Virtual de Aprendizagem em apoio às aulas de Ciências no âmbito da EJA-profissionalizante em uma instituição federal de ensino no norte fluminense. A pesquisa-ação do tipo etnográfica favoreceu o desenho de diferentes quadros relacionados ao experimento didático. Um deles é a forma antagônica como professores e alunos perceberam a tecnologia de porte informático, o que nos remete a profundas reflexões sobre o papel destas tecnologias na educação.  1. Tecnologias e Educação Imigrantes e nativos digitais são dois conceitos descritos em Prensky (2001) que podem 
1119_1022;Resumo. Este artigo apresenta uma experiência realizada com uma turma de Resumo. Este artigo apresenta uma experiência realizada com uma turma de Cálculo Diferencial, em modalidade presencial, na qual se buscou ampliar os momentos de aprendizagem em sala de aula com momentos de interação virtual, por meio da utilização do ambiente virtual de aprendizagem ROODA. O ROODA possui um editor para comunicação científica on-line, denominado ROODA Exata, que permite a edição de fórmulas em suas ferramentas de interação. Assim, este ambiente foi sugerido para a turma como um meio de apoio extraclasse, constituindo um espaço para resolução de problemas, trocas de ideias e tira-dúvidas.
111_97;Resumo Resumo Os Sistemas Tutores Inteligentes, caracterizados por incorporarem técnicas de Inteligência Artificial no seu projeto e desenvolvimento, atuam como auxiliares no processo de ensino-aprendizagem. Atualmente, têm sido aplicados conceitos de Agentes Inteligentes a estes sistemas, como forma de aprimorá-los. Desenvolveu-se um agente de acompanhamento pedagógico para Sistemas Tutores Inteligentes. Este agente tem como tarefas: acompanhar a interação do aluno com o sistema tutor inteligente, extrair as informações necessárias à modelagem do perfil do aluno, utilizado na personalização do ambiente, e auxiliar e orientar o aluno durante a 
1120_1023;Resumo. Apesar do uso de sistemas educacionais ser uma realidade em várias Resumo. Apesar do uso de sistemas educacionais ser uma realidade em várias instituições de ensino, pesquisadores apontam vários desafios para se apoiar o design centrado no aprendiz. Uma das estratégias propostas para apoiar a aprendizagem é o uso de scaffolds. Embora existam propostas de sistemas que incluam scaffolds, o seu uso ainda é baixo, principalmente nos sistemas educacionais desenvolvidos no Brasil. Este artigo tem por objetivo investigar as contribuições que o uso de scaffolds pode trazer para o aprendizado. 1. Introdução A inserção de softwares educacionais como ferramentas para apoiar a aprendizagem dos 
1121_1024;Resumo. Este artigo descreve a proposta de desenvolvimento de um Ambiente Resumo. Este artigo descreve a proposta de desenvolvimento de um Ambiente Interativo para Aprendizagem em LIBRAS na sua forma gestual e escrita. Tal ambiente contará com interface específica para surdos e ouvintes, além de valorizar aspectos para a aquisição e aprendizagem da mesma, estando atualmente em sua primeira fase.
1122_1025;RESUMO:RESUMO:O presente artigo apresenta um Ambiente Interativo de Aprendizagem no Domínio de Fração, oferecendo ferramentas ao estudante e ao professor. Para o estudante o ambiente fornece agentes de software que implementam de forma distribuída um resolvedor de problemas e um avaliador de soluções, permitindo tanto avaliar a solução proposta pelo estudante, quanto resolver problemas colocados pelo estudante, além de oferecer suporte pedagógico durante o processo de solução de problemas. Já o professor possui suporte na construção de ambientes específicos, tendo a sua disposição ferramentas para definir um espaço de problemas ou aceitar os 
1123_1026;Resumo. O Teatro no Computador é um software que desenvolvemos para a Resumo. O Teatro no Computador é um software que desenvolvemos para a criação de histórias utilizando um sistema semiótico composto por uma variedade de linguagens. Neste artigo nós discutimos o referencial teórico que motivou e sustentou o design deste programa, destacando as suas bases semióticas e seus propósitos pedagógicos. Os resultados de uso, em ambiente escolar, apontam o potencial do programa em possibilitar a criação situações de ensino-aprendizagem abertas e flexíveis, valorizando uma diversidade de estilos de aprender, que não exclui crianças com maior ou menor capacidade, relativa aos padrões clássicos de aprendizagem e de desempenho cognitivo. 
1124_1027;Resumo. A consolidação da EAD como modalidade de ensino tende a colocar Resumo. A consolidação da EAD como modalidade de ensino tende a colocar em pauta as ideias de aprendizagem em comunidades virtuais (CV). Entende-se que a dinâmica das trocas de pensamento, numa perspectiva piagetiana, se apresenta como possibilidade para a compreensão do processo de interação em uma CV. Assim, busca-se estudar a dinâmica da conversação em um fórum de discussão, a fim de compreender os processos que envolvem a formação de comunidades virtuais de aprendizagem. O percurso de pesquisa envolve a análise do conteúdo das mensagens, o mapeamento da interação e a análise da relação entre eles. Resultados apontam que existe relação entre o texto das 
1125_1028;Resumo. Mapas Conceituais são ferramentas gráficas para organização e Resumo. Mapas Conceituais são ferramentas gráficas para organização e representação de conhecimento. Nesta década, houve um crescente interesse pela construção de mapas conceituais a partir de fontes de dados como forma de superar as dificuldades de construção a partir do “zero”. Identificamos, contudo, a ausência de referências consistentes que permitissem a caracterização desta área de pesquisa. Portanto, com o intuito de preencher esta lacuna, propomos uma série de características para análise das abordagens de construção (semi) automática de mapas conceituais. Este artigo é parte integrante de uma pesquisa que investiga o uso de mapas 
1126_1029;Resumo. Esta pesquisa prop˜ oe o controle inteligente de tempo livre (pausas)Resumo. Esta pesquisa prop˜ oe o controle inteligente de tempo livre (pausas)em tutoria multissess˜ ao. A estrat´ egia de ensino apresenta o conte´ udo emm´ odulos com v´ ıdeo-aula, exerc´ ıcio, sugest˜ ao pr´ atica, tempo livre e exerc´ ıciode revis˜ ao. Baseado no desempenho do aluno nos exerc´ ıcios, o sistema pro-posto utiliza Aprendizagem por Reforc ¸o para controlar a durac ¸ ˜ ao das pausas.O grupo experimental (com controle inteligente do tempo livre) foi comparadoao grupo controle (onde a decis˜ ao pertence ao pr´ oprio estudante). Resulta-dos mostram ganhos signiﬁcativos e equivalentes na retenc ¸ ˜ ao de conhecimento.Contudo, alunos do grupo experimental perceberam melhor o tempo livre como
1127_1030;Resumo. Um dos grandes desaﬁos ` a utilizac ¸ ˜ ao de objetos de aprendizagem ´ eResumo. Um dos grandes desaﬁos ` a utilizac ¸ ˜ ao de objetos de aprendizagem ´ ea sua recuperac ¸ ˜ ao de reposit´ orios heterogˆ eneos. Atrav´ es deste trabalho ´ e pro-posto um mecanismo para recuperac ¸ ˜ ao de objetos de aprendizagem baseadoem servic ¸o de diret´ orio que integra metadados utilizados nos principais repo-sit´ orios brasileiros e recursos de anotac ¸ ˜ ao social. A associac ¸ ˜ ao desses recursosenriquece as possibilidades de busca e navegac ¸ ˜ ao por objetos com a utilizac ¸ ˜ aode etiquetas, auxiliando na integrac ¸ ˜ ao de reposit´ orios heterogˆ eneos, interope-rabilidade, compartilhamento do conhecimento e aumento da disponibilidadede objetos de aprendizagem.
1128_1031;Resumo. O objetivo deste artigo é apresentar um sistema “inteligente” Resumo. O objetivo deste artigo é apresentar um sistema “inteligente” desenvolvido para rastrear pessoas com dislexia e a comorbidade TDAH associada. Este rastreio se faz através de classificação probabilística, usando redes neurais artificiais. As pessoas, uma vez identificadas, podem ser encaminhadas para atendimento específico, intervenções precoces, de modo, a minimizar o comprometimento da aprendizagem escolar.  
1129_1032;Resumo. O software educacional TBC-SO/WEB (Treinamento Baseado em Resumo. O software educacional TBC-SO/WEB (Treinamento Baseado em Computador para Sistemas Operacionais via Web) é apresentado neste artigo. Esse software visa auxiliar no processo de ensino/aprendizagem de políticas de escalonamento de processos e de alocação de memória em sistemas operacionais. Duas avaliações foram realizadas no TBC-SO/WEB, uma compara-o com três softwares educacionais existentes e outra verifica a praticidade do seu uso e o atendimento das necessidades de seus usuários. Em ambas as avaliações, o TBC-SO/WEB mostrou seu potencial no processo de ensino/aprendizagem na modalidade presencial e a distância, o que o torna 
112_98;Resumo Resumo Em decorrências da quase inexistência de abordagens teóricas relativas à adaptação dos usuários aos sistemas relacionando de forma dialética aspectos cognitivos e materiais envolvidos na ação dos usuários (Shneiderman, 1998)1[1], neste artigo propomos a utilização de um modelo construtivista de análise da adaptação dos usuários a interfaces educativas e da aprendizagem que emerge no uso das interfaces. Num primeiro momento, apresentaremos um modelo construtivista da aprendizagem consecutiva ao uso de artefatos 
1130_1033;Resumo. O Portfólio Reflexivo Eletrônico (PRE) é um ambiente colaborativo Resumo. O Portfólio Reflexivo Eletrônico (PRE) é um ambiente colaborativo desenvolvido sob o prisma da Web 2.0, que apóia o processo de ensino e aprendizagem em cursos construtivistas de medicina. Em sua primeira versão o PRE apóia atividades de ensino apresentadas através de textos criados pelos docentes, neste artigo é apresentada a evolução do PRE que apóia também atividades simuladas através de atores e manequins. Apresenta-se também o uso desse ambiente em um curso construtivista de medicina. 1. Introdução O ensino de medicina tem características particulares, já que, além de transmitir 
1131_1034;Resumo. Diante do contexto do mundo atual, percebe-se a importância de Resumo. Diante do contexto do mundo atual, percebe-se a importância de conhecer os recursos tecnológicos e fazer uso destes para melhorar o desempenho das atividades humanas. A educação não pode ficar à margem desta realidade, ao contrário, deve buscar meios de aprimorar o processo de ensino e aprendizagem por meio das Tecnologias da Informação e Comunicação (TIC’s). Assim, o município de Araucária/PR, através do Projeto de Tecnologia Educacional, tem viabilizado o acesso a estes recursos com a implantação de laboratórios de informática, avaliando e reorganizando os métodos empregados, como por exemplo, a implementação da função de 
1132_1035;Resumo. Este trabalho apresenta conceitos para permitir a modelagem de Resumo. Este trabalho apresenta conceitos para permitir a modelagem de estruturas genéricas para a representação de diagnósticos radiológicos, visando a utilização do material prático da cadeia de produção de laudos como subproduto para o ensino de conceitos visuais aplicados à radiologia médica. Todos estes conceitos foram elaborados a partir de estudos com o acompanhamento do trabalho rotineiro dos médicos especialistas no próprio ambiente da prática clínica, possibilitando a criação de uma ferramenta de software chamada de RadModel.  
1133_1036;Resumo. Este artigo descreve a aplicação de objetos de aprendizagem Resumo. Este artigo descreve a aplicação de objetos de aprendizagem voltados a conteúdos de matemática. Para obter sucesso nesta prática, foi realizada uma pesquisa sobre estratégias de aplicação de recursos instrucionais digitais. Entre as alternativas analisadas, foi possível apontar como mais adequada ao contexto o uso de “alunos multiplicadores”. Depois de feitas análises da validade da estratégia aplicada, notou-se que esta é positiva, visto que fomenta a discussão e troca de experiência entre os alunos, proporciona ganho de tempo de aplicação e gera um mecanismo que auxilia o professor no processo de aplicação. 
1134_1037;Resumo. Este artigo apresenta os resultados de pesquisa realizada com 12 Resumo. Este artigo apresenta os resultados de pesquisa realizada com 12 alunos do 7º semestre do curso de Licenciatura em Biologia da UFC no período 2009.1. O objetivo é avaliar como utilizam objetos educacionais digitais no desenvolvimento de propostas de ensino fundamentadas na Teoria da Aprendizagem Significativa de Ausubel. Durante a disciplina de Informática Aplicada ao Ensino de Ciências os planos de aula desenvolvidos pelos alunos foram analisados por meio de comparação de dados caracterizando a pesquisa como Estudo de Caso. Constatou-se que os alunos modificaram a forma de pensar o ensino de conceitos biológicos 
1135_1038;Resumo. O desenvolvimento de habilidades em programação de Resumo. O desenvolvimento de habilidades em programação de computadores exige um esforço significativo dos estudantes para construir soluções aos problemas propostos. Esse artigo apresenta um ambiente de exercício, simulação e avaliação para apoiar o processo ensino-aprendizagem em cursos de algoritmos e programação. A integração do ambiente à plataforma Moodle potencializa os benefícios de sua utilização. As principais vantagens do ambiente são advindas do uso do visualizador de programas, que contribui para a compreensão das abstrações dos programas e o rápido feedback fornecido pelo avaliador automático. Além disso, há diminuição da 
1136_1039;Resumo. Diversas pesquisas têm demonstrado que existe uma multiplicidade Resumo. Diversas pesquisas têm demonstrado que existe uma multiplicidade complexa de relações envolvidas no ato de ler mesmo quando se trabalha com 
1137_1040;Resumo. Este artigo propõe o Global, um modelo de educação ubíqua, Resumo. Este artigo propõe o Global, um modelo de educação ubíqua, descentralizado, baseado em sistemas multi-agentes. O Global disponibiliza agentes de software que executam tarefas comuns ao processo de aprendizagem ubíqua. Além de ser um modelo de educação ubíqua, o Global também é uma infra-estrutura similar a um framework, sendo que sua customização é feita através da extensão de seus agentes ou pela adição de novos. O texto também apresenta um protótipo e sua aplicação em um ambiente educacional. 1. Introdução 
1138_1041;Resumo. Para uma aprendizagem de qualidade baseada na educação a Resumo. Para uma aprendizagem de qualidade baseada na educação a distância através da Internet, é necessário que o conteúdo instrucional seja atraente, considere as características individuais do aprendiz e atenda aos padrões globalmente aceitos. O padrão SCORM inclui exigências sobre a interação do aluno com os conteúdos de aprendizagem. No entanto, embora existam alguns critérios para adaptação ao comportamento do aluno, o conteúdo é sempre exibido da mesma maneira. Este trabalho propõe a personalização do ensino em ambientes de gerenciamento da aprendizagem em conformidade com o padrão SCORM, através da associação do modelo do 
1139_1042;Resumo. Na tentativa de aprimorar o uso da tecnologia na escola, a Resumo. Na tentativa de aprimorar o uso da tecnologia na escola, a Coordenação do Ensino Médio do Estado de Goiás promoveu o I Seminário de Mídias na Escola. A oficina de internet, chamada Internet e suas possibilidades na escola, apresentou formas de se montar sítios aplicados à educação, jogos educativos on-line, dicionários on-line, blogs, etc. Ou seja, foram trabalhadas diferentes formas de se inserir o conteúdo de sala de aula numa aula prática no laboratório por meio dessas ferramentas. Portanto, esse projeto busca fazer com que os professores utilizem mais e melhor os laboratórios de informática e a internet de forma a enriquecer suas aulas e 
113_99;RESUMO RESUMO Neste artigo é analisado como a percepção pode facilitar a comunicação, a coordenação e a cooperação, e conseqüentemente a colaboração, nos ambientes de aprendizagem. Também são abordados fatores como a definição de quais informações de percepção são relevantes, como escolher os mecanismos de percepção adequados e a influência dos elementos de percepção na sobrecarga de informação. Por fim, a aplicação no ambiente de aprendizagem AulaNet dos conceitos tratados é relatada como forma de exemplificar as idéias discutidas. 
1140_1043;Resumo. As redes e comunidades virtuais de aprendizagem são agrupamentos Resumo. As redes e comunidades virtuais de aprendizagem são agrupamentos que se distinguem dos demais do ciberespaço por apresentarem objetivo educativo explícito, planejamento inicial e um ou mais professores entre os integrantes da rede. No entanto, apesar dessas características em comum, as comunidades e redes de aprendizagem online não poderiam ser tratadas como sinônimas. Neste artigo, são apresentados indícios de formação de comunidade mapeados em uma situação de aprendizagem online. Tais indícios, assim como as distinções entre rede e comunidade, resultam de uma pesquisa de mestrado (Carvalho 2009) e visam contribuir com a ação de
1141_1044;Resumo. O presente artigo apresenta dois m´ etodos alternativos de avaliac ¸ ˜ aoResumo. O presente artigo apresenta dois m´ etodos alternativos de avaliac ¸ ˜ aoinformatizada em larga escala aplicados para os estudantes de um programa demestrado: a Medida de Probabilidade Admiss´ ıvel e o Teste Adaptativo Informa-tizado baseado no algoritmo CBAT-2 e na Teoria de Resposta ao Item. Os ambi-entes computacionais denominados de CAPTEAP e CALEAP-Web mostram queos m´ etodos informatizados alternativos podem apresentar vantagens em relac ¸ ˜ aoaos m´ etodos convencionais. Resultados de v´ arios anos de aplicac ¸ ˜ oes reforama hip´ otese de que ´ e poss´ ıvel ter–se ambientes computacionais focados na me-dida de conhecimento parcial de estudantes de l´ ıngua inglesa para prop´ ositos
1142_1045;Resumo. Este artigo apresenta uma arquitetura pedagógica de uso integrado Resumo. Este artigo apresenta uma arquitetura pedagógica de uso integrado de recursos manipulativos digitais e seus similares não-digitais em situações de ensino-aprendizagem de matemática. A implementação dessa proposta, ancorada na teoria piagetiana de construção de conhecimentos, resultou num conjunto de dados que nos permitem concluir quanto a sua adequação didática em diferentes âmbitos educativos. Apresenta também, análise de aprendizagens apoiadas na exploração de tais recursos, registradas em ambiente virtual. Perspectivas de continuação e expansão da elaboração de materiais são colocadas como fechamento do texto. 
1143_1046;Resumo. O presente trabalho descreve algumas experiências iniciais com Resumo. O presente trabalho descreve algumas experiências iniciais com computadores móveis 1:1 em escolas particulares e públicas do Brasil. Apresentamos as opiniões de pais, alunos e professores perante a experiência de ter computadores à disposição na escola, ou até em casa.  Os computadores foram utilizados mais como instrumento de estudo do que como um elemento de diversão na escola. Tanto pais quanto alunos e professores tiveram uma postura muito favorável à experiência. Além disso, a experiência educacional tanto de alunos de escolas particulares quanto de escolas públicas foi muito semelhante. 
1144_1047;Resumo. O Eduquito, ambiente digital/virtual de aprendizagem desenvolvido Resumo. O Eduquito, ambiente digital/virtual de aprendizagem desenvolvido pela equipe de pesquisadores do NIEE/UFRGS, busca apoiar o processo de inclusão sociodigital, na dimensão tecnológica, por ser projetado em sintonia com os princípios de acessibilidade e de desenho universal  problematizados e normatizados pela WAI/W3C. Pretendemos, com este artigo, apresentar as estratégias implementadas pela equipe de desenvolvedores do Eduquito na modelagem de uma plataforma digital/virtual acessível para a promoção de práticas de mediação tecnológica para a inclusão sociodigital. 1. Introdução 
1145_1048;Resumo. O estudo analisa as motivações, necessidades e interesses de idosos Resumo. O estudo analisa as motivações, necessidades e interesses de idosos com relação ao uso de tecnologias como o computador e a Internet. Entre as 13 categorias que foram evidenciadas pelo discurso dos idosos inquiridos, destacam-se questões relacionadas à Inclusão Social, como necessidade de atualização para sentimento de pertencimento à atual sociedade tecnológica e a comunicação com familiares e amigos por meio das ferramentas de suportadas pela Internet. As necessidades dos idosos inquiridos com relação ao uso dessas tecnologias também apontam para aspectos do envelhecimento contemporâneo como a utilização da tecnologia como alternativa para 
1146_1049;Resumo. Nos cursos da área de computação, o ensino de hardware encontra, Resumo. Nos cursos da área de computação, o ensino de hardware encontra, hoje, certo número de dificuldades, principalmente, ligadas aos altos custos para a montagem de laboratórios e devido à falta de motivação dos alunos que apresentam maior interesse nas disciplinas ligadas a software. Nesse artigo, apresenta-se uma alternativa para contornar esses inconvenientes através da utilização de ambientes tridimensionais combinados com técnicas provenientes do paradigma m-learning. O objetivo é desenvolver e aplicar tutoriais 3D, executáveis em dispositivos móveis, de forma a favorecer o ensino e a aprendizagem de hardware. A fim de demonstrar a viabilidade da 
1147_1050;Resumo. Neste trabalho apresentamos um novo sistema de apoio ao en-Resumo. Neste trabalho apresentamos um novo sistema de apoio ao en-sino/aprendizagem via Web, o iComb. Tamb´ em apresentamos alguns experi-mentos did´ aticos com a atual proposta do iComb. Este sistema ´ e baseado naexperiˆ encia do Combien?, desenvolvido pela Universit´ e Pierre et Marie Cu-rie, que tem bons recursos para aux´ ılio ` a resoluc ¸˜ ao de exerc´ ıcios ligados aan´ alise combinat´ oria, mas apresenta limitac ¸˜ oes quanto a incorporac ¸˜ ao de no-vosexerc´ ıcioseprincipalmenteapresentarestric ¸˜ oesparaseuusoviaWeb. Umainovac ¸˜ ao advinda deste projeto ´ e que o iComb pode ser integrado a sistemasgerenciadores de cursos, como o Moodle. Al´ em disso, o iComb pode ser incor- porado a p´ aginas pessoais, redes sociais e blogs, na forma de um “widget”.
1148_1051;Resumo. Este artigo descreve uma pesquisa que avaliou o uso de conteúdo Resumo. Este artigo descreve uma pesquisa que avaliou o uso de conteúdo multimídia em escolas públicas durante o piloto de testes de um novo conceito de equipamento escolar. Três escolas foram acompanhadas por meio de questionários, observação e entrevistas para levantarmos como os professores utilizam multimídias, as dificuldades encontradas e a reação dos alunos. 1. Introdução Os computadores em seus diversos formatos, como desktops, laptops e celulares, associados ao uso da internet, estão se tornando cada vez mais presentes na vida das pessoas em vários níveis de atividades.  
1149_1052;Resumo. As ferramentas de mineração de dados existentes não abstraem o Resumo. As ferramentas de mineração de dados existentes não abstraem o conhecimento exigido para realizar o processo de mineração de dados. Ensinar como preparar os dados, como escolher a tarefa de mineração de dados adequada ao objetivo pretendido e como analisar as regras geradas transcendem os objetivos das ferramentas atuais. Este artigo propõe um conjunto de guias para abstrair as partes mais importantes  do conhecimento necessário para executar os passos do processo de mineração de dados para a tarefa de regras de associação. Com base nesses guias foi implementada uma ferramenta chamada Kira, que instrui a realizar mais facilmente o processo de mineração de dados. A ferramenta foi validada 
114_100;Resumo  Resumo  Contrária à imagem das tecnologias digitais associadas à Educação como ferramenta organizadora/controladora do ensino/aprendizagem, a experiência apresentada traz elementos que contribuem para a reflexão sobre a utilização destas tecnologias contingência e a dispersão como produtoras de sentido(s). Nesta perspectiva, o presente trabalho pretende, por um lado, apresentar uma vivência coletiva de escrita narrativa em ambiente virtual e, por outro, contribuir com os estudos sobre a produção de sentidos e a questão da autoria. 
1150_1053;Resumo. Os Objetos de Aprendizagem são uma grande iniciativa para Resumo. Os Objetos de Aprendizagem são uma grande iniciativa para aumentar a reusabilidade de material educacional. Contudo os sistemas de e-learning baseados em objetos de aprendizagem não são ainda preparados suficientemente para atender as características individuais dos estudantes ou possibilitando experiências de aprendizagem individualizadas. Este artigo propõe um modelo de agentes baseados no paradigma Belief-Desire-Intention (BDI) suportado por técnicas de Engenharia de Software Orientada a Agentes para o desenvolvimento de Objetos Inteligentes de aprendizagem. 
1151_1054;Resumo. A aplicação da taxonomia de objetivos de aprendizagem de Bloom no Resumo. A aplicação da taxonomia de objetivos de aprendizagem de Bloom no contexto da programação introdutória nem sempre é trivial e alguns autores têm relatado dificuldades em utilizá-la na elaboração de avaliações. Neste artigo discute-se como cada uma das categorias da taxonomia vêm sendo interpretadas e utilizadas em avaliações de programação. Além disso, apresenta-se um instrumento de avaliação onde cada uma das questões foi classificada segundo a taxonomia de Bloom. O que se espera é que as idéias discutidas e o instrumento elaborado possam ser utilizados como ferramentas de auxílio na mensuração da efetividade das práticas educacionais relacionadas ao ensino de programação.      
1152_1055;Resumo. Este artigo apresenta um ambiente que apóia a prática laboratorial de Resumo. Este artigo apresenta um ambiente que apóia a prática laboratorial de física à distância. Este ambiente é formado de uma maquete experimental, um circuito eletrônico que propicia o controle a distância, e um programa que faz a interface do controle do circuito, possibilitando o uso dessa maquete remotamente. O experimento é dividido em duas partes: na primeira parte o aluno é submetido a uma contextualização, por meio de OA´s (Objetos de Aprendizagem) relacionados a parte teórica que faz parte do experimento, visualizando as expressões mais importantes e suas respectivas demonstrações. Na segunda parte, o aluno realizará o experimento em um ambiente real, no qual comandará à 
1153_1056;Resumo. Tendo em vista a importância do novo cenário educacional aberto, Resumo. Tendo em vista a importância do novo cenário educacional aberto, dinâmico e adaptável, permitindo que processos ocorram em qualquer tempo e lugar, de forma contínua, contextualizada e integrada ao cotidiano do aprendiz, o presente artigo objetiva analisar os recursos oferecidos pelo Ambiente de Aprendizagem Móvel, MLE - Moodle, avaliando a utilização dos dispositivos móveis no processo de ensino aprendizagem a fim de oferecer subsídios para a implantação de um repositório de vídeos ao ambiente. 1. Introdução Nas últimas décadas, têm-se vivenciado o surgimento de uma sociedade móvel e 
1154_1057;Resumo. Este artigo descreve a proposta de utilização de uma ferramenta de Resumo. Este artigo descreve a proposta de utilização de uma ferramenta de mineração de textos como apoio à produção textual. A ferramenta permite a extração de conceitos e de relacionamentos a partir de textos analisados, auxiliando os alunos na avaliação destes conceitos e compreensão mais aprofundada dos textos. Um estudo de caso é apresentado no qual a utilização da ferramenta foi acompanhada no contexto da produção de um texto na área de contabilidade empresarial. O estudo mostrou a potencialidade da ferramenta no apoio à produção textual, bem como problemas que devem ser solucionados para que esta possa ser empregada por mais eficácia pelos 
1155_1058;
1156_1059;Resumo. Os distintos perfis de usuários que utilizam ambientes de Resumo. Os distintos perfis de usuários que utilizam ambientes de aprendizagem colaborativa, a gama de recursos que estes ambientes disponibilizam e a constante evolução destes recursos, fazem com que os usuários necessitem de auxílio constante para sua utilização. Assim, o trabalho aqui descrito apresenta uma análise das formas de ajuda on-line comumente encontradas nestes ambientes e propõe um conjunto mínimo destas formas que poderia ser, por estes, oferecido. 
